archiveId,title,missingTownship,missingSubject,missingDonation
GRB20,"Hunting group at Camp Lamoka, Monroetown",,person,
GRB21,Member of Henry Garber hunting party,,person,
GRB22,Unknown person,,person,
GRB23,Unknown person,,person,
GRB24,"Hunting group at Camp Lamoka, Monroetown",,person,
GRB25,Mary Patton Garber,,person,
GRB26,Garber family,,person,
GRB27,Sarah Elizabeth Garber,,person,
GT02,Warner Residence,Malvern Borough,,
GT1,"Lancaster Avenue, Green Tree (Duffyn Mawr)",,View,
GVM1,Great Valley Mill,,Mills,
GVM2,Great Valley Mill,,Mills,
GWI1,General Warren Tavern,,inn,
GWI10,General Warren Tavern,,inn,
GWI2,General Warren Tavern,,inn,
GWI3,General Warren Tavern,,inn,
GWI4,General Warren Tavern,,inn,
GWI5,General Warren Tavern,,inn,
GWI6,General Warren Tavern,,inn,
GWI7,General Warren (Admiral Vernon) Tavern,,inn,
GWI8,General Warren Tavern,,inn,
GWI9,General Warren Tavern,,inn,
HAM02,Hammer Hollow,,Place,
HLC11-6861,"Ice Storm at Heyburn Cabin, Long Lane, Berwyn",,View,
HMS001,Hope Scott,,,donation:0
HMS002,Young Hope Montgomery,,,donation:0
HMS003,Hope Montgomery Scott at Devon Horse Show,,,donation:0
HMS004,Hope Montgomery Scott at Devon Horse Show,,,donation:0
HMS005,Hope Montgomery Scott at Devon Horse Show,,,donation:0
HMS006,Hope Montgomery Scott 80th birthday,,,donation:0
HMS007,Hope Montgomery Scott,,,donation:0
HOU191,"Harrison Estate, Waterloo Mills",,Place,
HOU262,"T. Mellon Rogers house, Devon",,,donation:0
HOU40,View from 759 Conestoga Road,,View,
HOW1,Howellville Road,,View,
HOW10,"Mule Barn, Howellville",,Place,
HOW11,"Shack, Howellvile",,Place,
HOW12,Map of Howellville,,Place,
HOW13,Swedesford Road,,Place,
HOW14,Howellville,,Place,
HOW15,Site of Howellville Tavern,,Place,
HOW16,new Mill Road at Swedesford Road,,Place,
HOW17,new Mill Road,,Place,
HOW18,Howellville,,Place,
HOW19,Howellville,,Place,
HOW2,Howellville,,View,
HOW20,Howellville,,Place,
HOW21,Howellville,,Place,
HOW22,Painting of Howellville village,,View,
HOW23,Howellville Village,,View,
HOW24,Howellville Road in Village,,View,
HOW25,Howellville Road in Village; looking east,,View,
HOW26,Howellville Road in Village,,View,
HOW27,Howellville,,View,
HOW28,"Old Swedesford Road, Howellville",,View,
HOW29,Swedesford Road looking east,,View,
HOW30,Swedesford Road l0oking east to Howellville Road,,View,
HOW31,"Howellville Road and route 202, 1967",,View,
HOW32,"Howellville Road and route 202, looking north",,View,
HOW33,Howellville and Swedesford Roads looking north,,View,
HOW35,New Swedesford Road,,View,
HOW36,Painting of Howellville,,View,
HOW37,Swedesford Road looking north,,View,
HOW38,Swedesford Road,,View,
HOW39,Old Swedesford Road,,View,
HOW4,Howellville Clean-up,,Place,
HOW40,Old Swedesford Road,,View,
HOW41,Swedesford Road and site of Howellville Quarry,,View,
HOW5,Howellville Clean-up,,Place,
HOW6,Howellville Clean-up,,Place,
HOW7,Howellville Clean-up,,Place,
HOW8,"House & Mule Barn, Howellville",,Place,
HOW9,"House on Swedesford Road, Howellvile",,Place,
HQ2,Howellville Quarry,,Quarry,
HQ3,Buildings at Howellville Quarry,,Quarry,
HQ4,Howellville Quarry being drained,,Quarry,
HQ5,"Dyer Quarry, Howellville",,Quarry,
HQ6,"Dyer Quarry, Howellville",,Quarry,
HRB01,"Howellville and Old Lancaster Roads, Berwyn",,View,
HRB02,"Howellville Road, Berwyn",,View,
HRB03,"Howellville Road, Berwyn",,View,
HRB04,"Howellville Road, Berwyn",,View,
HRB05,"Howellville Road, Berwyn",,View,
IT10,The Eagle,,inn,
IT11,General Wayne Tavern,,inn,
IT12,Black Horse Tavern,,inn,
IT13,General Greene Tavern,,inn,
IT14,Green Tree Inn,,inn,
IT15,General Wayne Tavern,,inn,
IT16,An Afternoon at the Horse Show,,,donation:0
IT2,Windmill Tea Rooms,,Businesses,
IT7,King of Prussia Inn,,inn,
KCB1,Knox Covered Bridge,,Transportation,
KCB10,Knox Covered Bridge,,Place,
KCB11,Knox Covered Bridge,,Place,
KCB12,Knox Covered Bridge,,Place,
KCB13,Knox Covered Bridge damage,,Place,
KCB14,Knox Covered Bridge,,Road,
KCB15,Knox Covered Bridge 2006 damage - siding and clearance sign,,Place,
KCB16,Knox Covered Bridge 2006 damage - Damaged Beam,,Place,
KCB17,Knox Covered Bridge 2006 damage - Damaged Bridge,,Place,
KCB18,Knox Covered Bridge 2006 damage - Temporary repairs,,Place,
KCB19,"Knox Covered Bridge, 1940",,Place,
KCB2,Knox Covered Bridge & Boathouse,,Transportation,
KCB20,"Knox Covered Bridge, 1940",,Place,
KCB21,Knox Covered Bridge,,Place,
KCB22,Knox Covered Bridge,,Place,
KCB23,"Damaged Knox Covered Bridge, 1967",,Place,
KCB25,Knox Covered Bridge,,Place,
KCB26,Knox Covered Bridge,,Place,
KCB27,Knox Covered Bridge,,Place,
KCB28,Knox Covered Bridge,,Place,
KCB29,Knox Covered Bridge - view looking north,,Place,
KCB3,Knox Covered Bridge & Valley Creek,,Transportation,
KCB30,Knox Covered Bridge - view looking north,,Place,
KCB31,Knox Covered Bridge - view looking north,,Place,
KCB32,Knox Covered Bridge,,Road,
KCB33,Knox Covered Bridge under repair,,Road,
KCB34,Knox Covered Bridge under repair,,Road,
KCB35,Knox Covered Bridge under repair,,Road,
KCB36,Knox Covered Bridge,,Road,
KCB37,Knox Covered Bridge,,Road,
KCB38,Knox Covered Bridge,,Road,
KCB38b,Back of KCB38,,Road,
KCB39,Knox Covered Bridge,,Road,
KCB39b,Back of KCB39,,Road,
KCB4,Knox Covered bridge,,Place,
KCB40,Knox Covered Bridge,,Road,
KCB40b,Back of KCB40,,Road,
KCB41,Knox Covered Bridge,,Road,
KCB41b,Back of KCB41,,Road,
KCB42,Knox Covered Bridge,,Road,
KCB42b,Back of KCB42,,Road,
KCB43,Knox’s Covered Bridge,,Road,
KCB5,Old Covered Bridge,,Place,
KCB53,Knox Covered Bridge,,Road,
KCB54,Knox Covered Bridge,,Road,
KCB55,Knox Covered Bridge,,Road,
KCB56,Knox Covered Bridge,,Road,
KCB57,Knox Covered Bridge,,Road,
KCB58,Knox Covered Bridge,,Road,
KCB59,Knox Covered Bridge,,Road,
KCB6,Knox Covered Bridge,,Place,
KCB60,Knox Covered Bridge,,Road,
KCB61,Knox Covered Bridge,,Road,
KCB62,Knox Covered Bridge damaged by tree,,Bridges,
KCB63,Knox Covered Bridge damaged by tree,,Bridges,
KCB7,Knox Covered Bridge,,Place,
KCB8,Damaged Knox Covered Bridge,,Place,
KCB9,Knox Covered Bridge,,Place,
KOP04,"King of Prussia Road, Radnor",,Road,
KPI01,King of Prussia Inn,,inn,
KPI02,King of Prussia Inn,,inn,
KPI03,King of Prussia Inn,,inn,
KPI04,King of Prussia Inn,,inn,
KRI01,Frank and George(?) Krider,,person,
KRI02,Frank Krider,,person,
KRI04,Memorial Card to Frank K. Krider,,person,
KRI05,Krider / Jones family photograph,,person,
KRI06,Krider / Jones family photograph,,person,
KRI07,Krider / Jones family photograph,,person,
KRI08,Krider / Jones family photograph,,person,
KRI09,Howard Jones,,person,
KRI10,Frank K. Krider,,person,
KRI11,Lizzie Jones,,person,
KRI12,Charles P. Jones,,person,
LAB1,"Lancaster Avenue, Berwyn",,View,
LAB10,"Lancaster Pike toll gate, Berwyn, 1887",,Road,
LAB100,"Clean Up, Lancaster Avenue, Berwyn",,Service,
LAB101,"Clean Up, Lancaster Avenue, Berwyn",,Service,
LAB102,"Clean Up, Lancaster Avenue, Berwyn",,Service,
LAB103,"Clean Up, Lancaster Avenue, Berwyn",,Service,
LAB104,"Clean Up, Lancaster Avenue, Berwyn",,Service,
LAB11,"Lancaster Pike at the Lower Bridge, Berwyn,",,View,
LAB12,"Lancaster Pike - Bridge Avenue and Paoli Road, Berwyn",,View,
LAB13,"Paoli Road, Berwyn",,View,
LAB14,"Paoli Road, Berwyn",,View,
LAB15,"Paoli Road, Berwyn",,View,
LAB16,"Paoli Road, Berwyn",,View,
LAB18,"Lancaster Avenue, Berwyn",,Road,
LAB19,"Lancaster Avenue, Berwyn",,Place,
LAB2,Lancaster Pike looking west - Berwyn,,View,
LAB20,"Lancaster Avenue, Berwyn",,Place,
LAB21,"Lancaster Avenue, Berwyn",,View,
LAB22,"Lancaster Avenue, Berwyn",,View,
LAB23,"Lancaster Avenue, Berwyn",,View,
LAB24,"Lancaster Avenue, Berwyn",,View,
LAB32,Lincoln Highway looking west,,View,
LAB33,"Lancaster Avenue, Berwyn",,View,
LAB35,"Lancaster Avenue, Berwyn",,Place,
LAB36,"Lancaster Avenue, Berwyn",,Place,
LAB37,"Lancaster Avenue, Berwyn",,Place,
LAB38,"Lancaster Avenue, Berwyn",,Place,
LAB39,"Lancaster Avenue, Berwyn",,Place,
LAB4,"Scene from Upper Bridge, Berwyn, looking NE, 1914",,View,
LAB40,"Lancaster Avenue, Berwyn",,Place,
LAB41,"Lancaster Avenue, Berwyn",,Place,
LAB42,"Lancaster Avenue, Berwyn",,Place,
LAB43,"Lancaster Avenue, Berwyn",,Place,
LAB44,"Lancaster Avenue, Berwyn",,Place,
LAB45,"Lancaster Avenue, Berwyn",,Place,
LAB46,"Lancaster Avenue, Berwyn",,Place,
LAB47,"Lancaster Avenue, Berwyn",,Place,
LAB48,"Lancaster Avenue, Berwyn",,Place,
LAB49,"Lancaster Avenue, Berwyn",,Place,
LAB5,Lancaster Pike looking east from Post Office,,View,
LAB50,"Lancaster Avenue, Berwyn",,Place,
LAB51,"Lancaster Avenue, Berwyn",,Place,
LAB52,"Lancaster Avenue, Berwyn",,Place,
LAB53,"Lancaster Avenue, Berwyn",,Place,
LAB54,"Lancaster Avenue, Berwyn",,Place,
LAB55,"Lancaster Avenue, Berwyn",,Place,
LAB56,"Lancaster Avenue, Berwyn",,Place,
LAB57,"Snowy, winter view, looking east on Lancaster Avenue, Berwyn",,View,
LAB6,"Lancaster Avenue Business District, Berwyn c. early 1960s",,Place,
LAB67,"Corner of Lancaster and Bridge, Berwyn",,Place,
LAB68,"Corner of Lancaster and Bridge, Berwyn",,Place,
LAB69,"Corner of Lancaster and Bridge, Berwyn",,Place,
LAB7,"Lancaster Pike and Main Avenue, Berwyn, looking east",,View,
LAB70,"Lancaster Avenue, Berwyn",,Road,
LAB71,"Berwyn Shopping Center, Lancaster Avenue",,Road,
LAB72,"Lancaster Avenue, Berwyn",,Road,
LAB73,"Lancaster Avenue, Berwyn",,Road,
LAB74,"Lancaster Avenue, Berwyn",,Road,
LAB75,"Lancaster Avenue and Conestoga Road, Strafford",,Road,
LAB76,"Lancaster Avenue, Strafford",,Road,
LAB8,A View on Lancaster Pike above Berwyn Station,,View,
LAB80,"Lancaster Avenue, Berwyn",,Road,
LAB83,"Unknown Building, Lancaster Avenue, Berwyn",,Road,
LAB84,"Lancaster Avenue, south from Upper Berwyn Bridge",,View,
LAB85,"Lancaster Avenue, Berwyn",,View,
LAB86,"Lancaster Avenue, Berwyn",,View,
LAB87,Closing of Cassatt Road bridge,,View,
LAB88,St Jude’s Thrift Shop,,Service,
LAB89,"Berwyn - Lancaster and Cassatt Avenues, snow scene looking east",,Place,
LAB9,"Lancaster Avenue, Berwyn",,View,
LAB91,"Clean Up, Lancaster Avenue, Berwyn",,Service,
LAB92,"Clean Up, Lancaster Avenue, Berwyn",,Service,
LAB93,"Clean Up, Lancaster Avenue, Berwyn",,Service,
LAB94,"Clean Up, Lancaster Avenue, Berwyn",,Service,
LAB95,"Clean Up, Lancaster Avenue, Berwyn",,Service,
LAB96,"Clean Up, Lancaster Avenue, Berwyn",,Service,
LAB97,"Clean Up, Lancaster Avenue, Berwyn",,Service,
LAB98,"Clean Up, Lancaster Avenue, Berwyn",,Service,
LAB99,"Clean Up, Lancaster Avenue, Berwyn",,Service,
LAF09,Valley Creek near LaFayettes Quarters,,View,
LAS1,Allen Latshaw,,person,
LAS2,Assistants at the Latshaw School,,person,
LAT1,The Lamb Tavern (Roughwood),,inn,
LAT3,The Barn at Roughwood (Lamb Tavern),,inn,
LAT5,Lamb Tavern (Roughwood),,inn,
LCH01,Abraham S. Latch,,person,
LCH02,Abraham Stearne Latch & ladies,,person,
LCH03,Abraham Stearne Latch in rose garden,,person,
LCH05,Jeanette Latch,,person,
LCH06,Josephine Sellars Latch,,person,
LCH07,Josephine Sellars Latch,,person,
LCH08,Josephine Sellars Latch,,person,
LCH09,Latch family,,person,
LCH10,Latch family,,person,
LCH11,Unidentified Group,,person,
LCH12,Unidentified Person,,person,
LCH13,W. C. & A. S. Latch with horses,,person,
LCH14,William Clavius Latch,,person,
LCH15,William Clavius Latch & colt,,person,
LCH16,William Clavius Latch & horse,,person,
LCH17,William Clavius Latch,,person,
LH04,Playing in the snow,,View,
LH05,Snow scene,,View,
LH06,Snow scene,,View,
LTP01,Lancaster Turnpike Milestone 16,,Road,
LTP02,"Milestone 15, Lancaster Turnpike",,Road,
MAB01,"Looking south on Main Avenue, Berwyn",,View,
MAB02,"Main Avenue, Berwyn",,Road,
MAB03,"Main Avenue, Berwyn",,Road,
MAB04,"Main Avenue, Berwyn",,Road,
MAB05,"Main Avenue, Berwyn",,Road,
MAL10,Malvern Inn,,inn,
MAL11,Malvern Inn,,inn,
MAL12,"King Street, Malvern",,View,
MAL15,Malvern underpass,,Road,
MAL16,"Malvern, route 30",,Road,
MAL25,Malvern Library,,Place,
MAL26,Auditorium Malvern Monday Club,,Place,
MAL27,"King Street, Malvern",,View,
MAL39,"Casey’s Restaurant, Malvern",,View,
MAL6,Malvern Inn,,inn,
MAL7,Malvern Inn,,inn,
MAL8,Malvern Inn,,inn,
MAL9,Malvern View,,View,
MAN01,Unknown Person,,person,
MAN02,Unidentified Street Scene,,View,
MAN03,Unknown Person,,person,
MAN04,Unknown Person,,person,
MAN05,Unknown Person,,person,
MAN06,Dorothy Reed,,person,
MAN07,Unidentified place,,Place,
MAN08,Back of photo MAN07,,Place,
MAN09,Unknown Person,,person,
MAN10,Unidentified place,,Place,
MAN11,William Mansley,,person,
MAN12,Unknown Person,,person,
MAN13,William Mansley,,person,
MAN14,William Mansley,,person,
MAN15,Unidentified Person,,person,
MAN16,Back of MAN15,,person,
MAN17,Unknown group,,person,
MAN18,William Mansley,,person,
MAN19,Unknown Child,,person,
MAN20,Unknown group,,person,
MAN21,Unidentified Group,,person,
MAN22,William Mansley,,person,
MAN23,Unidentified Group,,person,
MAN24,William Mansley,,person,
MAN25,Unidentified Group,,person,
MAN26,William Mansley,,person,
MAN27,William Mansley,,person,
MAN28,William Mansley,,person,
MAN29,Back of MAN28,,person,
MAN30,William Mansley,,person,
MAN31,Back of MAN30,,person,
MAN32,William Mansley,,person,
MAN33,William Mansley,,person,
MAN34,William Mansley,,person,
MAN36,William Mansley,,person,
MAN37,William Mansley,,person,
MAN38,William Mansley,,person,
MAN39,Unidentified Group,,person,
MAN40,William Mansley,,person,
MAN41,William Mansley,,person,
MAR03,"Memorial Arch, Valley Forge NHP",,View,
MAR1,Memorial Arch,,Place,
MAR2,Memorial Arch,,Place,
MAZ1,Mazie Hall - 100 years old,,person,
MAZ2,Mazie Hall - Amazing,,person,
MAZ3,Mazie Hall - College,,person,
MAZ4,Mazie Hall - early days,,person,
MAZ5,Mazie Hall - later days,,person,
MAZ6,Mazie Hall - 1924 Year Book,,person,
MC04,"Memorial Stone, Valley Forge NHP(?)",,View,
MGI01,Billie Holliday,,person,
MGI02,Count Bassie advertisement,,person,
MGI03,The Swing Queens,,person,
MIL4,Mid-19th Century Chester County Sawmill,,Mills,
MJR1,Mount Joy from Valley Forge Road (route 252),,View,
MJR2,Mount Joy from Valley Forge Road (route 252),,View,
MJT04,"Observation Tower, Valley Forge",,Service,
MJT04b,Back of MJT04,,Service,
MJT05,"Observation Tower, Valley Forge",,Service,
MJT05b,Back of MJT05,,Service,
MJT06,Mt. Joy Observation Tower,,Service,
MJT07,Mount Joy Observation Tower,,View,
MJT2,"VF Observation Tower, 75’ high",,View,
MM01,Old Mount Misery Parking Lot,,Cultural,
MM02,Old Mount Misery Parking Lot,,Cultural,
MRY01,Morris Ray and automobile,,person,
MRY02,Family in Yosemite National Park,,person,
NCE1,Baptist (Valley Forge) Road south of New Centerville,,View,
NCE10,Baptist Road looking north,,Road,
NCE11,Baptist Road looking north,,Road,
NCE12,Devon State Road,,Place,
NCE2,"Clarence Roberts standing at the location of the Stone Chimney Picket Post, New Centerville.",,View,
NCE3,"Clarence Roberts standing at the location of the Stone Chimney Picket Post, New Centerville.",,person,
NCE4,"Clarence Roberts standing at the location of the Stone Chimney Picket Post, New Centerville",,View,
NCE8,Valley Forge Road,,View,
NCE9,Old Forge Crossing,,Place,
ND1,"Valley Forge Road, Devon",,View,
NEU01,"John Newhaus and wife, Grubb Road, Malvern",,person,
NEU02,"John Neuhaus in uniform, WWI",,person,
NGB1,Non-Gran Bronze Factory,,Businesses,
NVR07,North Valley Road and route 202,,Road,
NVR08,North Valley Road and route 202,,Road,
NVR09,"North Valley Road, Paoli",,View,
NVR10,"North Valley Road, Paoli",,View,
NVR11,"North Valley Road, Paoli",,View,
NWH01,Newhall,,person,
NWH02,Newhall,,person,
NWH03,Newhall.,,person,
NWH07,Newhall Hall.,,e,
NWH51,Newhall.,,person,
OLA09,"Hanging Rock, Gulph Road",,Road,
OLA10,Monument at Gulph Mills,,Road,
OLA100,"Rosedale Avenue,  West Chester",,Road,
OLA100b,Back of OLA100,,Road,
OLA107,"West Market Street, West Chester",,Road,
OLA107b,Back of OLA107,,Road,
OLA109,"French Creek Falls, St. Peters",,Place,
OLA109b,Back of OLA109,,Place,
OLA113,"West Market Street, West Chester",,Road,
OLA113b,Back of OLA113,,Road,
OLA115,West Chester in 1842,,Place,
OLA115b,Back of OLA115,,Place,
OLA116,Chester County Hospital,,Service,
OLA116b,Back of OLA116,,Service,
OLA117,"Chester County Courthouse, West Chester",,Service,
OLA117b,Back of OLA117,,Service,
OLA118,"Toll Gate, Lancaster Turnpike, near Downingtown",,Road,
OLA118b,Back of OLA118,,Road,
OLA119,Schuylkill at Perkiomen Junction,,Place,
OLA119b,Back of OLA119,,Place,
OLA126,Route 100 north,,Road,
OLA127,"Public Library, Downingtown",,Service,
OLA128,"Toll House, Glen Loch",,Road,
OLA129,Stone Bridge across East Brandywine Creek,,Road,
OLA131,"Falls of the Brandywine, near West Chester",,Place,
OLA132,Birthplace marker for Thomas Buchanon Read,,person,
OLA133,"Toll House Gate, St Davids",,Road,
OLA143,"View down the gorge, Malvern",,View,
OLA146,"Center Square, Lancaster",,Place,
OLA147,Eastern approach to Conestoga Bridge,,Road,
OLA148,"Courthouse, Lancaster",,Service,
OLA149,"Founders Hall, Haverford College",,Service,
OLA155,Witmer’s Bridge,,Road,
OLA164,Gap Village,,View,
OLA166,"Rolling Country, Lancaster County",,View,
OLA170,John Williamson Nevin memorial,,person,
OLA174,Overhanging Rock. Gulph Mills,,Place,
OLA182,St. Peters Village,,Place,
OLA182b,Back of OLA182,,Place,
OLA183,St. Peters Village,,Place,
OLA183b,Back of OLA183,,Place,
OLA184,St. Peters Village,,Place,
OLA184b,Back of OLA184,,Place,
OLA185,St. Peters Village,,Place,
OLA185b,Back of OLA185,,Place,
OLA186,St. Peters Village,,Place,
OLA187,St. Peters Village,,Place,
OLA188,St. Peters Village,,Place,
OLA188b,Back of OLA188,,Place,
OLA189b,Back of OLA189,,Place,
OLA190,Birchrunville,,Place,
OLA190b,Back of OLA190,,Place,
OLA192,Birchrunville - Old Mill and Summer Scene,,Place,
OLA192b,Back of OLA192,,Place,
OLA193,"Creamery, Hall and Store, Birchrunville",,Place,
OLA193b,Back of OLA193,,Place,
OLA20,King of Prussia Road,,Place,
OLA209,Old Country Store Museum,,Service,
OLA21,King of Prussia Road,,Place,
OLA210,Old Country Store Museum,,Service,
OLA210b,Back of OLA210,,Service,
OLA211,Old Toy Display in Country Store Museum,,Service,
OLA212b,Back of OLA212,,Service,
OLA227,"Unknown View, labelled as Valley Forge, but no known location",,View,
OLA228,"Miss Flossie Evans, Wissahickon Drive",,View,
OLA229,Toll Gate between Gardenville and Point Pleasant,,Road,
OLA231,Trip with Banson and Mr. Riley to Wissahickon,,View,
OLA232,Wissahickon in summer / Valley Green,,View,
OLA25,"Roberts Homestead, King of Prussia Road",,Place,
OLA26,"Roberts Homestead, King of Prussia Road",,Place,
OLA27,"Berwyn, Wales",,Place,
OLA33,"Grubb Road, Willistown",,View,
OLA38,King of Prussia Road,,Place,
OLA39,King of Prussia Road,,Place,
OLA5,Valley Forge General Hospital looking northwest,Charlestown,,
OLA59,Indian Head Rock,,View,
OLA60,Perkiomen Creek,,View,
OLA61,Perkiomen Bridge,,View,
OLA62,Keiser’s Mill,,View,
OLA63,"Penn R.R. Bridge on the Perkiomen near Oaks, PA",,View,
OLA64,"Mill Grove, Audubon House",Audubon,View,
OLA65,Chestnut Tree,,View,
OLA66,Covered Bridge,,Road,
OLA67,Covered Bridge,,Road,
OLA71,Tyler Arboretum,,Place,
OLA73,Tyler Arboretum,,Place,
OLA74,Tyler Arboretum,,Place,
OLA75,Tyler Arboretum,,Place,
OLA97b,Back of OLA97,,,donation:0
OPA1,Main Line Airport,,View,
OPA11,Nick Morris and Charlie Devaney with Ryan ST monoplane,,Transportation,
OPA12,BT-9 trainer at the Main Line Airport,,Transportation,
OPA13,Gyroplane over the Great Valley,,Transportation,
OPA2,Boring Rig at Main Line Airport,,Transportation,
OPA28,Mainline / Paoli Airport - Tom Skilton,,Mainline Airport,
OPA29,"Mainline Airport, summer of 1940",,Mainline Airport,
OPA3,Charlie Devaney & Waco bi-plane,,Transportation,
OPA30,Morris and Devaney with PhtRyanSTA,,Mainline Airport,
OPA31,Morris practices pylon turns,,Mainline Airport,
OPA32,North American BT9,,Mainline Airport,
OPA33,"Ryan SCA, Mainline Airport",,Ryan SCA,
OPA5,Grumman F8F Bearcat fighter,,Transportation,
OPA6,Gyroplane at Main Line Airport,,Transportation,
OPA7,HK-1 Helicopter at Main Line Airport,,Transportation,
OPA8,HK-1 Helicopter at Main Line Airport,,Transportation,
OPA9,Main Line Airport,,View,
ORG04,"Movie, Paoli Girl Scouts",,Service,
ORG3,Strafford Fife & Drum Corps,,Service,
PA1,"Anna Thomas, Ladies Taylor",,Businesses,
PA10,Carriage,,Transportation,
PA11,Paoli Diner,,Businesses,
PA12,Paoli Firehouse,,Services,
PA127,Traffic Accident Routes 30 and 252,,Road,
PA128,Traffic Accident routes 30 and 252,,Road,
PA130,Traffic Accident routes 30 and 252,,Road,
PA131,Traffic Accident routes 30 and 252,,Road,
PA132,Traffic Accident routes 30 and 252,,Road,
PA133,Traffic Accident routes 30 and 252,,Road,
PA134,Traffic Accident routes 30 and 252,,Road,
PA135,Traffic Accident routes 30 and 252,,Road,
PA136,Traffic Accident routes 30 and 252,,Road,
PA137,Traffic Accident routes 30 and 252,,Road,
PA138,"Lancaster Avenue, Paoli",,View,
PA139,"Lancaster Avenue, Paoli",,View,
PA14,"Lincoln Highway, Paoli",,View,
PA140,"Lancaster Avenue, Paoli",,View,
PA141,"Lancaster Avenue, Paoli",,View,
PA142,"Lancaster and S. Valley Road, Paoli",,View,
PA144,"Lancaster and S. Valley Road, Paoli",,View,
PA146,"Lancaster and S. Valley Road, Paoli",,View,
PA15,Supplee Hardware Store,,Businesses,
PA16,William's Store,,Businesses,
PA17,George Williams in his drug store,,Businesses,
PA173,Paoli - looking towards 30 and 252 junction,,View,
PA174,"Lancaster Avenue, Paoli",,View,
PA175,Construction of Paoli Library building,,Service,
PA177,Construction of Paoli Library building,,Service,
PA179,Construction of Paoli Library building,,Service,
PA18,George Clemmans Paoli Hardware Store certificate,,Place,
PA181,"Lancaster Avenue, Paoli",,View,
PA182,Paoli Building site,,View,
PA183,Paoli Building site,,View,
PA184,"South Valley Road, Paoli looking north",,Road,
PA185,"South Valley Road, Paoli looking north",,Road,
PA187,Paoli News Agency,,Paoli,
PA188,Front of Paoli Hardware Store,,Paoli,
PA189,Paoli Hardware Store - Greg and Steve,,Paoli Hardware Store,
PA190,Paoli Hardware Store - everything must go,,Paoli Hardware Store,
PA191,Paoli Hardware Store - all sales final,,Paoli Hardware Store,
PA192,Paoli Hardware Store - 1946 Painting,,Paoli Hardware Store,
PA193,Paoli Hardware Store - Greg,,Paoli Hardware Store,
PA195,Paoli Plaza,,Paoli,
PA196,Paoli Station Parking Area and Lancaster Avenue,,Paoli,
PA197,Paoli Plaza,,Paoli,
PA198,Paoli Station area,,Paoli,
PA199,Paoli Plaza,,Paoli,
PA2,Paoli Hardware Store,,Businesses,
PA200,Paoli Station Parking Area,,Paoli,
PA201,Paoli Plaza,,Paoli,
PA202,"Photographers, Lancaster Avenue, Paoli",,Paoli,
PA203,"Cleared site, Photographer",,Paoli,
PA204,Lancaster Pike in Paoli looking west,,Lancaster Pike,
PA23,Pasquale Paoli Day,,person,
PA24,"North Valley Road, Paoli",,View,
PA25,View of Paoli,,View,
PA26,Giantonio Real Estate,,Businesses,
PA27,Paoli Fire House,,View,
PA28,"Paoli (Inn) Blacksmith & Wheelwright shop, west of Inn, 1888",,Place,
PA29,"Valley Road, Paoli",,Road,
PA3,Paoli Hardware Store,,Businesses,
PA30,Aerial Photograph of Paoli,,View,
PA31,"Route 252, Paoli",,Road,
PA32,"Lancaster Avenue and North Valley Road, Paoli",,View,
PA33,Paoli Fire Company,,Service,
PA34,Aerial Photograph of Paoli looking east,,Place,
PA35,"Lancaster Avenue, Paoli looking east",,View,
PA36,Toll Gate House,,Road,
PA39,Valley Road and route 30 with Wedge Building,,View,
PA40,Distributing water in Paoli after Hurricane Agnus,,Service,
PA41,Distributing water in Paoli Shopping Center after Hurricane Agnus,,Service,
PA52,Paoli Fire Company,,Service,
PA53,"Site of 1972 Derailment, Paoli",,View,
PA54,Central Penn Bank extension,,Service,
PA55,Lancaster Avenue in Paoli around 1935,,Place,
PA56,Paoli Fire Department,,Service,
PA57,"Lovers Lane, Paoli",,Road,
PA58,Prominent fork of Roads,,Road,
PA63,Richard Nixon campaign rally at the old Paoli Shopping Center,,person,
PA64,Richard Nixon campaign rally at the old Paoli Shopping Center,,Place,
PA65,Richard Nixon campaign rally at the old Paoli Shopping Center,,Place,
PA66,Richard Nixon campaign rally at the old Paoli Shopping Center,,Place,
PA67,Richard Nixon campaign rally at the old Paoli Shopping Center,,Place,
PA68,Richard Nixon campaign rally at the old Paoli Shopping Center,,Place,
PA69,Richard Nixon campaign rally at the old Paoli Shopping Center,,Place,
PA7,"Lincoln Highway, Paoli",,View,
PA70,Richard Nixon campaign rally at the old Paoli Shopping Center,,Place,
PA8,Paoli Buckboard,,person,
PCK02,Philander Knox and wife disembraking ship in Honolulu,,person,
PCK1,Philander Knox,,person,
PEO1,Edwina & George W. Clemmans,,person,
PEO10,Dr. James Aiken and his daughter Daisy,,person,
PEO100,Unknown Person,,person,
PEO101,Unknown Group Portrait,,person,
PEO102,Unknown Group Portrait,,person,
PEO103,Unknown Person,,person,
PEO104,Unknown Person,,person,
PEO105,Brigadier-General Anthony Wayne,,person,
PEO106,Brigadier-General Chas Scott,,person,
PEO107,Brigadier-General Count Louis Duportail,,person,
PEO108,Brigadier-General Daniel Morgan,,person,
PEO109,Brigadier-General Enoch Poor,,person,
PEO11,Unknown Portrait,,person,
PEO110,Brigadier-General George Weedon,,person,
PEO111,Brigadier-General Henry Knox,,person,
PEO112,Brigadier-General James M. Varnum,,person,
PEO113,Brigadier-General Jed Huntingdon,,person,
PEO115,Brigadier-General Lachlan McIntosh,,person,
PEO116,Brigadier-General Peter Muhlenberg,,person,
